N,vol,price,time
1152,1.750778198242187e-01,8.199620954632602e+00,4.535200000000000e+04
1153,1.750476837158203e-01,8.201094272693386e+00,4.464600000000000e+04
1154,1.750778198242187e-01,8.199613268064398e+00,4.430200000000000e+04
1155,1.750473022460937e-01,8.201094911758190e+00,4.273000000000000e+04
1156,1.750782012939453e-01,8.199605598695028e+00,4.913200000000000e+04
1157,1.750473022460937e-01,8.201095529814145e+00,4.274000000000000e+04
1158,1.750782012939453e-01,8.199597946401756e+00,4.602200000000000e+04
1159,1.750473022460937e-01,8.201096127061565e+00,4.486800000000000e+04
1160,1.750785827636719e-01,8.199590311156786e+00,4.513800000000000e+04
1161,1.750473022460937e-01,8.201096703613050e+00,4.728400000000000e+04
1162,1.750785827636719e-01,8.199582692915936e+00,4.757200000000000e+04
1163,1.750473022460937e-01,8.201097259653483e+00,4.403000000000000e+04
1164,1.750785827636719e-01,8.199575091568351e+00,4.451600000000000e+04
1165,1.750473022460937e-01,8.201097795301358e+00,4.367400000000000e+04
1166,1.750789642333984e-01,8.199567507097361e+00,4.855400000000000e+04
1167,1.750473022460937e-01,8.201098310728579e+00,4.397000000000000e+04
1168,1.750789642333984e-01,8.199559939452556e+00,4.683000000000000e+04
1169,1.750473022460937e-01,8.201098806127208e+00,4.527800000000000e+04
1170,1.750793457031250e-01,8.199552388499001e+00,4.077800000000000e+04
1171,1.750473022460937e-01,8.201099281586824e+00,4.646400000000000e+04
1172,1.750793457031250e-01,8.199544854231402e+00,4.280000000000000e+04
1173,1.750473022460937e-01,8.201099737250509e+00,4.331200000000000e+04
1174,1.750793457031250e-01,8.199537336594595e+00,4.088000000000000e+04
1175,1.750473022460937e-01,8.201100173320684e+00,4.272600000000000e+04
1176,1.750797271728516e-01,8.199529835448175e+00,4.787200000000000e+04
1177,1.750473022460937e-01,8.201100589893333e+00,4.417200000000000e+04
1178,1.750797271728516e-01,8.199522350836391e+00,4.738000000000000e+04
1179,1.750473022460937e-01,8.201100987157430e+00,4.337200000000000e+04
1180,1.750801086425781e-01,8.199514882646943e+00,4.854000000000000e+04
1181,1.750473022460937e-01,8.201101365197426e+00,4.429000000000000e+04
1182,1.750801086425781e-01,8.199507430824536e+00,4.973200000000000e+04
1183,1.750473022460937e-01,8.201101724228138e+00,4.537800000000000e+04
1184,1.750801086425781e-01,8.199499995300556e+00,4.843600000000000e+04
1185,1.750473022460937e-01,8.201102064322287e+00,4.377600000000000e+04
1186,1.750804901123047e-01,8.199492576014446e+00,4.786800000000000e+04
1187,1.750473022460937e-01,8.201102385683841e+00,4.708000000000000e+04
1188,1.750804901123047e-01,8.199485172925064e+00,4.755800000000000e+04
1189,1.750473022460937e-01,8.201102688411179e+00,4.569600000000000e+04
1190,1.750808715820313e-01,8.199477785926826e+00,4.883400000000000e+04
1191,1.750473022460937e-01,8.201102972642689e+00,5.086400000000000e+04
1192,1.750808715820313e-01,8.199470415046088e+00,4.721600000000000e+04
1193,1.750473022460937e-01,8.201103238539895e+00,4.471200000000000e+04
1194,1.750808715820313e-01,8.199463060131110e+00,4.425600000000000e+04
1195,1.750473022460937e-01,8.201103486212562e+00,4.465400000000000e+04
1196,1.750812530517578e-01,8.199455721183709e+00,5.383200000000000e+04
1197,1.750473022460937e-01,8.201103715793746e+00,4.717000000000000e+04
1198,1.750812530517578e-01,8.199448398100667e+00,5.134400000000000e+04
1199,1.750473022460937e-01,8.201103927420666e+00,4.554200000000000e+04
1200,1.750816345214844e-01,8.199441090895661e+00,4.816800000000000e+04
1201,1.750473022460937e-01,8.201104121271815e+00,4.752600000000000e+04
1202,1.750816345214844e-01,8.199433799457227e+00,5.288600000000000e+04
1203,1.750473022460937e-01,8.201104297421086e+00,4.947200000000000e+04
1204,1.750816345214844e-01,8.199426523700842e+00,4.700800000000000e+04
1205,1.750473022460937e-01,8.201104456000992e+00,4.910000000000000e+04
1206,1.750820159912110e-01,8.199419263621618e+00,5.364600000000000e+04
1207,1.750473022460937e-01,8.201104597204752e+00,4.840600000000000e+04
1208,1.750820159912110e-01,8.199412019146514e+00,5.125400000000000e+04
1209,1.750473022460937e-01,8.201104721063906e+00,4.446400000000000e+04
1210,1.750823974609375e-01,8.199404790245957e+00,4.908400000000000e+04
1211,1.750473022460937e-01,8.201104827783398e+00,4.893600000000000e+04
1212,1.750823974609375e-01,8.199397576785135e+00,4.761600000000000e+04
1213,1.750473022460937e-01,8.201104917441318e+00,4.878600000000000e+04
1214,1.750823974609375e-01,8.199390378823086e+00,4.406000000000000e+04
1215,1.750473022460937e-01,8.201104990215129e+00,4.876400000000000e+04
1216,1.750827789306641e-01,8.199383196182211e+00,5.535400000000000e+04
1217,1.750473022460937e-01,8.201105046177398e+00,4.570000000000000e+04
1218,1.750827789306641e-01,8.199376028878810e+00,5.030800000000000e+04
1219,1.750473022460937e-01,8.201105085478629e+00,4.930000000000000e+04
1220,1.750831604003906e-01,8.199368876862614e+00,4.956800000000000e+04
1221,1.750473022460937e-01,8.201105108202684e+00,4.808000000000000e+04
1222,1.750831604003906e-01,8.199361740051103e+00,5.151600000000000e+04
1223,1.750473022460937e-01,8.201105114548763e+00,4.967800000000000e+04
1224,1.750831604003906e-01,8.199354618425888e+00,5.081000000000000e+04
1225,1.750473022460937e-01,8.201105104575316e+00,4.823400000000000e+04
1226,1.750835418701172e-01,8.199347511843685e+00,5.430200000000000e+04
1227,1.750473022460937e-01,8.201105078401708e+00,5.114400000000000e+04
1228,1.750835418701172e-01,8.199340420397270e+00,5.459800000000000e+04
1229,1.750473022460937e-01,8.201105036170535e+00,4.868400000000000e+04
1230,1.750835418701172e-01,8.199333343862488e+00,5.191400000000000e+04
1231,1.750473022460937e-01,8.201104977996714e+00,5.046400000000000e+04
1232,1.750839233398438e-01,8.199326282346597e+00,5.060800000000000e+04
1233,1.750473022460937e-01,8.201104903979772e+00,4.901600000000000e+04
1234,1.750839233398438e-01,8.199319235680287e+00,4.964800000000000e+04
1235,1.750473022460937e-01,8.201104814266207e+00,5.059600000000000e+04
1236,1.750843048095703e-01,8.199312203852335e+00,5.361600000000000e+04
1237,1.750473022460937e-01,8.201104708930107e+00,4.954000000000000e+04
1238,1.750843048095703e-01,8.199305186803912e+00,5.364400000000000e+04
1239,1.750473022460937e-01,8.201104588131448e+00,4.758400000000000e+04
1240,1.750843048095703e-01,8.199298184522720e+00,5.215600000000000e+04
1241,1.750473022460937e-01,8.201104451960052e+00,5.125600000000000e+04
1242,1.750846862792969e-01,8.199291196888261e+00,5.362000000000000e+04
1243,1.750473022460937e-01,8.201104300492750e+00,4.822400000000000e+04
1244,1.750846862792969e-01,8.199284223923707e+00,5.046800000000000e+04
1245,1.750473022460937e-01,8.201104133929153e+00,4.959000000000000e+04
1246,1.750846862792969e-01,8.199277265507050e+00,5.321200000000000e+04
1247,1.750473022460937e-01,8.201103952247079e+00,4.981400000000000e+04
1248,1.750850677490235e-01,8.199270321659084e+00,5.427600000000000e+04
1249,1.750473022460937e-01,8.201103755697597e+00,4.965600000000000e+04
1250,1.750850677490235e-01,8.199263392234920e+00,5.614800000000000e+04
1251,1.750473022460937e-01,8.201103544330069e+00,5.230600000000000e+04
1252,1.750854492187500e-01,8.199256477253753e+00,4.443200000000000e+04
1253,1.750473022460937e-01,8.201103318220959e+00,5.167200000000000e+04
1254,1.750854492187500e-01,8.199249576647581e+00,4.807000000000000e+04
1255,1.750473022460937e-01,8.201103077512075e+00,5.144600000000000e+04
1256,1.750854492187500e-01,8.199242690374803e+00,4.432600000000000e+04
1257,1.750473022460937e-01,8.201102822312723e+00,5.090600000000000e+04
1258,1.750858306884766e-01,8.199235818364723e+00,5.662800000000000e+04
1259,1.750473022460937e-01,8.201102552722391e+00,5.077800000000000e+04
1260,1.750858306884766e-01,8.199228960595585e+00,5.485200000000000e+04
1261,1.750473022460937e-01,8.201102268791240e+00,5.148600000000000e+04
1262,1.750858306884766e-01,8.199222116956339e+00,5.872400000000000e+04
1263,1.750473022460937e-01,8.201101970729757e+00,4.987200000000000e+04
1264,1.750862121582031e-01,8.199215287481696e+00,5.376400000000000e+04
1265,1.750473022460937e-01,8.201101658584701e+00,5.006400000000000e+04
1266,1.750862121582031e-01,8.199208472099803e+00,5.664800000000000e+04
1267,1.750473022460937e-01,8.201101332430063e+00,5.152000000000000e+04
1268,1.750862121582031e-01,8.199201670706868e+00,5.366200000000000e+04
1269,1.750473022460937e-01,8.201100992405298e+00,4.883800000000000e+04
1270,1.750865936279297e-01,8.199194883329000e+00,5.940600000000000e+04
1271,1.750473022460937e-01,8.201100638582673e+00,5.477200000000000e+04
1272,1.750865936279297e-01,8.199188109842583e+00,5.869600000000000e+04
1273,1.750473022460937e-01,8.201100271137429e+00,5.345000000000000e+04
1274,1.750869750976563e-01,8.199181350252408e+00,5.159000000000000e+04
1275,1.750473022460937e-01,8.201099890042874e+00,5.269200000000000e+04
1276,1.750869750976563e-01,8.199174604515502e+00,5.080400000000000e+04
1277,1.750473022460937e-01,8.201099495511420e+00,5.369000000000000e+04
1278,1.750869750976563e-01,8.199167872557402e+00,5.594600000000000e+04
1279,1.750473022460937e-01,8.201099087611034e+00,5.318000000000000e+04
1280,1.750873565673828e-01,8.199161154314469e+00,6.091000000000000e+04
1281,1.750473022460937e-01,8.201098666398250e+00,5.237400000000000e+04
1282,1.750873565673828e-01,8.199154449752239e+00,6.062000000000000e+04
1283,1.750473022460937e-01,8.201098231977070e+00,5.416400000000000e+04
1284,1.750873565673828e-01,8.199147758887502e+00,5.551600000000000e+04
1285,1.750473022460937e-01,8.201097784500181e+00,5.188400000000000e+04
1286,1.750877380371094e-01,8.199141081608165e+00,6.025200000000000e+04
1287,1.750473022460937e-01,8.201097323992606e+00,5.184800000000000e+04
1288,1.750877380371094e-01,8.199134417870203e+00,5.926600000000000e+04
1289,1.750473022460937e-01,8.201096850606479e+00,5.590600000000000e+04
1290,1.750877380371094e-01,8.199127767622944e+00,6.095400000000000e+04
1291,1.750473022460937e-01,8.201096364346565e+00,5.557600000000000e+04
1292,1.750881195068360e-01,8.199121130864381e+00,5.916200000000000e+04
1293,1.750473022460937e-01,8.201095865422142e+00,5.381200000000000e+04
1294,1.750881195068360e-01,8.199114507482976e+00,5.890200000000000e+04
1295,1.750473022460937e-01,8.201095353858198e+00,5.262600000000000e+04
1296,1.750885009765625e-01,8.199107897500046e+00,5.028200000000000e+04
1297,1.750473022460937e-01,8.201094829724926e+00,5.520200000000000e+04
1298,1.750885009765625e-01,8.199101300805227e+00,5.044600000000000e+04
1299,1.750476837158203e-01,8.201094293204777e+00,6.128000000000000e+04
1300,1.750885009765625e-01,8.199094717420817e+00,5.185600000000000e+04
1301,1.750476837158203e-01,8.201093744291118e+00,6.079000000000000e+04
1302,1.750888824462891e-01,8.199088147259360e+00,6.332600000000000e+04
1303,1.750476837158203e-01,8.201093183104406e+00,5.816600000000000e+04
1304,1.750888824462891e-01,8.199081590305230e+00,5.813400000000000e+04
1305,1.750476837158203e-01,8.201092609757527e+00,5.780800000000000e+04
1306,1.750888824462891e-01,8.199075046451414e+00,6.208200000000000e+04
1307,1.750476837158203e-01,8.201092024293299e+00,6.340400000000000e+04
1308,1.750892639160156e-01,8.199068515704806e+00,5.711200000000000e+04
1309,1.750476837158203e-01,8.201091426824412e+00,6.024400000000000e+04
1310,1.750892639160156e-01,8.199061998064018e+00,5.866600000000000e+04
1311,1.750476837158203e-01,8.201090817434515e+00,6.101200000000000e+04
1312,1.750892639160156e-01,8.199055493394297e+00,5.837600000000000e+04
1313,1.750476837158203e-01,8.201090196217004e+00,6.044400000000000e+04
1314,1.750896453857422e-01,8.199049001678112e+00,6.279400000000000e+04
1315,1.750476837158203e-01,8.201089563296611e+00,5.961800000000000e+04
1316,1.750896453857422e-01,8.199042522905209e+00,6.169600000000000e+04
1317,1.750476837158203e-01,8.201088918667987e+00,6.353600000000000e+04
1318,1.750896453857422e-01,8.199036056999011e+00,6.241600000000000e+04
1319,1.750476837158203e-01,8.201088262456164e+00,6.257000000000000e+04
1320,1.750900268554688e-01,8.199029603933694e+00,5.774800000000000e+04
1321,1.750476837158203e-01,8.201087594758881e+00,6.527600000000000e+04
1322,1.750900268554688e-01,8.199023163675445e+00,5.568200000000000e+04
1323,1.750476837158203e-01,8.201086915662637e+00,6.338400000000000e+04
1324,1.750900268554688e-01,8.199016736140958e+00,5.658400000000000e+04
1325,1.750476837158203e-01,8.201086225205717e+00,6.294800000000000e+04
1326,1.750904083251953e-01,8.199010321320676e+00,5.969400000000000e+04
1327,1.750476837158203e-01,8.201085523516502e+00,6.032400000000000e+04
1328,1.750904083251953e-01,8.199003919216105e+00,5.826600000000000e+04
1329,1.750476837158203e-01,8.201084810656390e+00,6.189200000000000e+04
1330,1.750907897949219e-01,8.198997529678286e+00,5.656400000000000e+04
1331,1.750476837158203e-01,8.201084086695897e+00,6.342800000000000e+04
1332,1.750907897949219e-01,8.198991152712866e+00,6.012200000000000e+04
1333,1.750476837158203e-01,8.201083351738301e+00,6.541200000000000e+04
1334,1.750907897949219e-01,8.198984788339276e+00,5.998800000000000e+04
1335,1.750476837158203e-01,8.201082605836156e+00,6.254400000000000e+04
1336,1.750907897949219e-01,8.198978436422973e+00,6.201400000000000e+04
1337,1.750476837158203e-01,8.201081849116276e+00,6.141600000000000e+04
1338,1.750911712646485e-01,8.198972096967164e+00,6.452800000000000e+04
1339,1.750476837158203e-01,8.201081081592491e+00,5.995800000000000e+04
1340,1.750911712646485e-01,8.198965769965692e+00,6.335200000000000e+04
1341,1.750476837158203e-01,8.201080303394564e+00,6.696200000000000e+04
1342,1.750915527343750e-01,8.198959455302122e+00,5.150800000000000e+04
1343,1.750476837158203e-01,8.201079514541005e+00,6.447200000000000e+04
1344,1.750915527343750e-01,8.198953152997186e+00,4.993000000000000e+04
1345,1.750476837158203e-01,8.201078715163421e+00,6.421400000000000e+04
1346,1.750915527343750e-01,8.198946862978110e+00,5.010000000000000e+04
1347,1.750476837158203e-01,8.201077905323615e+00,6.326400000000000e+04
1348,1.750919342041016e-01,8.198940585188533e+00,6.159600000000000e+04
1349,1.750480651855469e-01,8.201077085137685e+00,5.736000000000000e+04
1350,1.750919342041016e-01,8.198934319623884e+00,6.428400000000000e+04
1351,1.750480651855469e-01,8.201076254568759e+00,6.240800000000000e+04
1352,1.750919342041016e-01,8.198928066252295e+00,6.871600000000000e+04
1353,1.750480651855469e-01,8.201075413755364e+00,5.875200000000000e+04
1354,1.750923156738282e-01,8.198921824992283e+00,5.851600000000000e+04
1355,1.750480651855469e-01,8.201074562787944e+00,5.918000000000000e+04
1356,1.750923156738282e-01,8.198915595818125e+00,6.138200000000000e+04
1357,1.750480651855469e-01,8.201073701708641e+00,5.998400000000000e+04
1358,1.750923156738282e-01,8.198909378736227e+00,6.018800000000000e+04
1359,1.750480651855469e-01,8.201072830630988e+00,6.309800000000000e+04
1360,1.750926971435547e-01,8.198903173621595e+00,6.465400000000000e+04
1361,1.750480651855469e-01,8.201071949600173e+00,6.327600000000000e+04
1362,1.750926971435547e-01,8.198896980550426e+00,6.452000000000000e+04
1363,1.750480651855469e-01,8.201071058672884e+00,6.492000000000000e+04
1364,1.750926971435547e-01,8.198890799338912e+00,6.294200000000000e+04
1365,1.750480651855469e-01,8.201070157941063e+00,6.213000000000000e+04
1366,1.750930786132813e-01,8.198884630071724e+00,5.838600000000000e+04
1367,1.750480651855469e-01,8.201069247466313e+00,6.094400000000000e+04
1368,1.750930786132813e-01,8.198878472632812e+00,6.214000000000000e+04
1369,1.750480651855469e-01,8.201068327301686e+00,6.216800000000000e+04
1370,1.750930786132813e-01,8.198872327070731e+00,5.800200000000000e+04
1371,1.750480651855469e-01,8.201067397555738e+00,6.391600000000000e+04
1372,1.750934600830078e-01,8.198866193234187e+00,6.751600000000000e+04
1373,1.750480651855469e-01,8.201066458267890e+00,6.380000000000000e+04
1374,1.750934600830078e-01,8.198860071178105e+00,6.721600000000000e+04
1375,1.750480651855469e-01,8.201065509529363e+00,6.341800000000000e+04
1376,1.750934600830078e-01,8.198853960800053e+00,6.631400000000000e+04
1377,1.750480651855469e-01,8.201064551383988e+00,6.497600000000000e+04
1378,1.750938415527344e-01,8.198847862119644e+00,6.083600000000000e+04
1379,1.750480651855469e-01,8.201063583908853e+00,6.934000000000000e+04
1380,1.750938415527344e-01,8.198841775041704e+00,6.387200000000000e+04
1381,1.750480651855469e-01,8.201062607173807e+00,6.491600000000000e+04
1382,1.750938415527344e-01,8.198835699612244e+00,6.493800000000000e+04
1383,1.750480651855469e-01,8.201061621219150e+00,6.353000000000000e+04
1384,1.750942230224609e-01,8.198829635680442e+00,6.625800000000000e+04
1385,1.750480651855469e-01,8.201060626162665e+00,6.600200000000000e+04
1386,1.750942230224609e-01,8.198823583278227e+00,6.999200000000000e+04
1387,1.750480651855469e-01,8.201059622029305e+00,6.424000000000000e+04
1388,1.750942230224609e-01,8.198817542389682e+00,6.882800000000000e+04
1389,1.750480651855469e-01,8.201058608880432e+00,6.383200000000000e+04
1390,1.750946044921875e-01,8.198811512904967e+00,5.833200000000000e+04
1391,1.750480651855469e-01,8.201057586810245e+00,6.631400000000000e+04
1392,1.750946044921875e-01,8.198805494880192e+00,6.081800000000000e+04
1393,1.750484466552734e-01,8.201056555886051e+00,6.454800000000000e+04
1394,1.750946044921875e-01,8.198799488191504e+00,6.214200000000000e+04
1395,1.750484466552734e-01,8.201055516144290e+00,6.512000000000000e+04
1396,1.750946044921875e-01,8.198793492837005e+00,5.805400000000000e+04
1397,1.750484466552734e-01,8.201054467616066e+00,6.796400000000000e+04
1398,1.750949859619141e-01,8.198787508788325e+00,6.752400000000000e+04
1399,1.750484466552734e-01,8.201053410452440e+00,6.669800000000000e+04
1400,1.750949859619141e-01,8.198781536030348e+00,6.942000000000000e+04
1401,1.750484466552734e-01,8.201052344668145e+00,6.887800000000000e+04
1402,1.750953674316406e-01,8.198775574497816e+00,7.001400000000000e+04
1403,1.750484466552734e-01,8.201051270294212e+00,6.872800000000000e+04
1404,1.750953674316406e-01,8.198769624097643e+00,6.901600000000000e+04
1405,1.750484466552734e-01,8.201050187438204e+00,6.654400000000000e+04
1406,1.750953674316406e-01,8.198763684925702e+00,6.347000000000000e+04
1407,1.750484466552734e-01,8.201049096178787e+00,6.550800000000000e+04
1408,1.750953674316406e-01,8.198757756853894e+00,6.637200000000000e+04
1409,1.750484466552734e-01,8.201047996482313e+00,7.007800000000000e+04
1410,1.750957489013672e-01,8.198751839898557e+00,6.931000000000000e+04
1411,1.750484466552734e-01,8.201046888477514e+00,7.182000000000000e+04
1412,1.750957489013672e-01,8.198745933962149e+00,6.657200000000000e+04
1413,1.750484466552734e-01,8.201045772244422e+00,7.296400000000000e+04
1414,1.750957489013672e-01,8.198740039070199e+00,7.096200000000000e+04
1415,1.750484466552734e-01,8.201044647813635e+00,7.134400000000000e+04
1416,1.750961303710938e-01,8.198734155133403e+00,6.320000000000000e+04
1417,1.750484466552734e-01,8.201043515251103e+00,7.264200000000000e+04
1418,1.750961303710938e-01,8.198728282165719e+00,6.331200000000000e+04
1419,1.750484466552734e-01,8.201042374593312e+00,6.820200000000000e+04
1420,1.750961303710938e-01,8.198722420084723e+00,6.328400000000000e+04
1421,1.750484466552734e-01,8.201041225871425e+00,7.342800000000000e+04
1422,1.750965118408203e-01,8.198716568893019e+00,7.015800000000000e+04
1423,1.750488281250000e-01,8.201040069238614e+00,5.052800000000000e+04
1424,1.750965118408203e-01,8.198710728561979e+00,7.023800000000000e+04
1425,1.750488281250000e-01,8.201038904668861e+00,4.994800000000000e+04
1426,1.750965118408203e-01,8.198704899058175e+00,7.424800000000000e+04
1427,1.750488281250000e-01,8.201037732259314e+00,4.892000000000000e+04
1428,1.750968933105469e-01,8.198699080319427e+00,7.037400000000000e+04
1429,1.750488281250000e-01,8.201036552056379e+00,5.142000000000000e+04
1430,1.750968933105469e-01,8.198693272342364e+00,6.817600000000000e+04
1431,1.750488281250000e-01,8.201035364122159e+00,4.952800000000000e+04
1432,1.750968933105469e-01,8.198687475031276e+00,6.884800000000000e+04
1433,1.750488281250000e-01,8.201034168511013e+00,5.001200000000000e+04
1434,1.750968933105469e-01,8.198681688414974e+00,6.715200000000000e+04
1435,1.750488281250000e-01,8.201032965228622e+00,4.942800000000000e+04
1436,1.750972747802735e-01,8.198675912474087e+00,7.658000000000000e+04
1437,1.750488281250000e-01,8.201031754404465e+00,5.027200000000000e+04
1438,1.750972747802735e-01,8.198670147136541e+00,7.532400000000000e+04
1439,1.750488281250000e-01,8.201030536030034e+00,5.380800000000000e+04
1440,1.750972747802735e-01,8.198664392369077e+00,7.759200000000000e+04
1441,1.750488281250000e-01,8.201029310221839e+00,5.021600000000000e+04
1442,1.750976562500000e-01,8.198658648133573e+00,4.888800000000000e+04
1443,1.750488281250000e-01,8.201028076981951e+00,6.040000000000000e+04
1444,1.750976562500000e-01,8.198652914430014e+00,5.129200000000000e+04
1445,1.750488281250000e-01,8.201026836390534e+00,4.878000000000000e+04
1446,1.750976562500000e-01,8.198647191229059e+00,4.843600000000000e+04
1447,1.750488281250000e-01,8.201025588524072e+00,5.412000000000000e+04
1448,1.750980377197266e-01,8.198641478429423e+00,7.282000000000000e+04
1449,1.750488281250000e-01,8.201024333363856e+00,5.079200000000000e+04
1450,1.750980377197266e-01,8.198635776081087e+00,7.332800000000000e+04
1451,1.750488281250000e-01,8.201023071039513e+00,5.349600000000000e+04
1452,1.750980377197266e-01,8.198630084113789e+00,7.300000000000000e+04
1453,1.750488281250000e-01,8.201021801541451e+00,5.340000000000000e+04
1454,1.750984191894531e-01,8.198624402500254e+00,7.129600000000000e+04
1455,1.750488281250000e-01,8.201020524941585e+00,5.127200000000000e+04
1456,1.750984191894531e-01,8.198618731202687e+00,7.407200000000000e+04
1457,1.750492095947266e-01,8.201019241285742e+00,7.848000000000000e+04
1458,1.750984191894531e-01,8.198613070203493e+00,7.052000000000000e+04
1459,1.750492095947266e-01,8.201017950610725e+00,7.756800000000000e+04
1460,1.750984191894531e-01,8.198607419455108e+00,6.789200000000000e+04
1461,1.750492095947266e-01,8.201016653060886e+00,7.812800000000000e+04
1462,1.750988006591797e-01,8.198601778951044e+00,7.708400000000000e+04
1463,1.750492095947266e-01,8.201015348572763e+00,7.191600000000000e+04
1464,1.750988006591797e-01,8.198596148609479e+00,7.992400000000000e+04
1465,1.750492095947266e-01,8.201014037210632e+00,7.768800000000000e+04
1466,1.750988006591797e-01,8.198590528480521e+00,7.646000000000000e+04
1467,1.750492095947266e-01,8.201012719101628e+00,7.604400000000000e+04
1468,1.750991821289063e-01,8.198584918447381e+00,6.768000000000000e+04
1469,1.750492095947266e-01,8.201011394184142e+00,7.563600000000000e+04
1470,1.750991821289063e-01,8.198579318503814e+00,7.136800000000000e+04
1471,1.750492095947266e-01,8.201010062617149e+00,7.772800000000000e+04
1472,1.750991821289063e-01,8.198573728681945e+00,6.853200000000000e+04
1473,1.750492095947266e-01,8.201008724398445e+00,7.461600000000000e+04
1474,1.750995635986328e-01,8.198568148896316e+00,7.381600000000000e+04
1475,1.750492095947266e-01,8.201007379560608e+00,7.506000000000000e+04
1476,1.750995635986328e-01,8.198562579122285e+00,7.142400000000000e+04
1477,1.750492095947266e-01,8.201006028156456e+00,7.736800000000000e+04
1478,1.750995635986328e-01,8.198557019284477e+00,7.621200000000000e+04
1479,1.750492095947266e-01,8.201004670252654e+00,7.308000000000000e+04
1480,1.750999450683594e-01,8.198551469417463e+00,6.964000000000000e+04
1481,1.750492095947266e-01,8.201003305867458e+00,7.353600000000000e+04
1482,1.750999450683594e-01,8.198545929503840e+00,7.584800000000000e+04
1483,1.750495910644531e-01,8.201001935124802e+00,8.195600000000000e+04
1484,1.750999450683594e-01,8.198540399452623e+00,7.426000000000000e+04
1485,1.750495910644531e-01,8.201000557961725e+00,7.703600000000000e+04
1486,1.750999450683594e-01,8.198534879281087e+00,7.327200000000000e+04
1487,1.750495910644531e-01,8.200999174492745e+00,7.526800000000000e+04
1488,1.751003265380860e-01,8.198529368910954e+00,7.714400000000000e+04
1489,1.750495910644531e-01,8.200997784733387e+00,7.293600000000000e+04
1490,1.751003265380860e-01,8.198523868395473e+00,8.144800000000000e+04
1491,1.750495910644531e-01,8.200996388764096e+00,7.763600000000000e+04
1492,1.751003265380860e-01,8.198518377597036e+00,7.779200000000000e+04
1493,1.750495910644531e-01,8.200994986566316e+00,7.783200000000000e+04
1494,1.751007080078125e-01,8.198512896607637e+00,6.831600000000000e+04
1495,1.750495910644531e-01,8.200993578277052e+00,7.361600000000000e+04
1496,1.751007080078125e-01,8.198507425302182e+00,6.670000000000000e+04
1497,1.750495910644531e-01,8.200992163844310e+00,7.401600000000000e+04
1498,1.751007080078125e-01,8.198501963667614e+00,6.636000000000000e+04
1499,1.750495910644531e-01,8.200990743394476e+00,8.127600000000000e+04
1500,1.751007080078125e-01,8.198496511708665e+00,6.654000000000000e+04
1501,1.750495910644531e-01,8.200989316933121e+00,7.812000000000000e+04
1502,1.751010894775391e-01,8.198491069331963e+00,7.956000000000000e+04
1503,1.750495910644531e-01,8.200987884460128e+00,7.323200000000000e+04
1504,1.751010894775391e-01,8.198485636603694e+00,7.763200000000000e+04
1505,1.750495910644531e-01,8.200986446132042e+00,7.837200000000000e+04
1506,1.751010894775391e-01,8.198480213441162e+00,8.126800000000000e+04
1507,1.750495910644531e-01,8.200985001868677e+00,9.228000000000000e+04
1508,1.751014709472656e-01,8.198474799783593e+00,7.784800000000000e+04
1509,1.750495910644531e-01,8.200983551769145e+00,7.896800000000000e+04
1510,1.751014709472656e-01,8.198469395680679e+00,8.193600000000000e+04
1511,1.750499725341797e-01,8.200982095903635e+00,8.769600000000000e+04
1512,1.751014709472656e-01,8.198464001083330e+00,8.150800000000000e+04
1513,1.750499725341797e-01,8.200980634269662e+00,7.964000000000000e+04
1514,1.751018524169922e-01,8.198458615891704e+00,8.271600000000000e+04
1515,1.750499725341797e-01,8.200979166902641e+00,8.020800000000000e+04
1516,1.751018524169922e-01,8.198453240163705e+00,8.173600000000000e+04
1517,1.750499725341797e-01,8.200977693881015e+00,8.272800000000000e+04
1518,1.751018524169922e-01,8.198447873811709e+00,8.581200000000000e+04
1519,1.750499725341797e-01,8.200976215232096e+00,8.390800000000000e+04
1520,1.751018524169922e-01,8.198442516885486e+00,7.974800000000000e+04
1521,1.750499725341797e-01,8.200974731000178e+00,8.542000000000000e+04
1522,1.751022338867188e-01,8.198437169264110e+00,7.895200000000000e+04
1523,1.750499725341797e-01,8.200973241247775e+00,8.528400000000000e+04
1524,1.751022338867188e-01,8.198431830962537e+00,7.309200000000000e+04
1525,1.750499725341797e-01,8.200971745938206e+00,8.072400000000000e+04
1526,1.751022338867188e-01,8.198426501970307e+00,7.279200000000000e+04
1527,1.750499725341797e-01,8.200970245218443e+00,7.979600000000000e+04
1528,1.751026153564453e-01,8.198421182244928e+00,8.132800000000000e+04
1529,1.750499725341797e-01,8.200968738995277e+00,8.098000000000000e+04
1530,1.751026153564453e-01,8.198415871741318e+00,9.169200000000000e+04
1531,1.750499725341797e-01,8.200967227427288e+00,9.564800000000000e+04
1532,1.751026153564453e-01,8.198410570455303e+00,8.595600000000000e+04
1533,1.750503540039063e-01,8.200965710528841e+00,7.444400000000000e+04
1534,1.751026153564453e-01,8.198405278332302e+00,8.216400000000000e+04
1535,1.750503540039063e-01,8.200964188285536e+00,7.500000000000000e+04
1536,1.751029968261719e-01,8.198399995408938e+00,7.633600000000000e+04
1537,1.750503540039063e-01,8.200962660817870e+00,7.966000000000000e+04
1538,1.751029968261719e-01,8.198394721594219e+00,8.733200000000000e+04
1539,1.750503540039063e-01,8.200961128100534e+00,7.745600000000000e+04
